Easting,Northing,Depth
349419.3,4390146,70.5
349416.1,4390146,53.2
349340.5,4390146,29.7
349429.2,4390146,44.2
350014.3,4390146,12.6
349265.3,4390146,25.2
349425.2,4390146,66.5
350493.2,4390146,4.5
349422.4,4390146,68.8
349419.9,4390147,59.9
350012.2,4390147,10.6
349435.4,4390147,37.2
349303.2,4390147,17
350114.8,4390147,52.9
349190.7,4390147,7
350496.7,4390147,4.2
349422.9,4390147,53.5
349443.8,4390147,29.8
350535.9,4390148,9
350019.4,4390148,16
349213.8,4390148,14.9
349445.4,4390148,21.3
350516.1,4390148,4.8
349177.2,4390148,7.9
349174.6,4390148,7.2
349189.3,4390148,8.6
350500,4390148,4.1
349257.2,4390148,25.3
349257.9,4390148,25.3
350514.7,4390148,4.7
349277.3,4390149,26.2
350264.8,4390149,3.8
349430.9,4390149,37.2
349454.4,4390149,12.7
349243.6,4390149,24.2
349180.7,4390149,8
349433.4,4390149,37.3
350222.3,4390149,41.2
350010.7,4390149,9.4
349233,4390149,21.7
350020.9,4390149,17.8
349249.5,4390149,24.9
349346.3,4390150,39.3
349429.6,4390150,38.7
349176.7,4390150,8.7
350521.9,4390150,5.4
349239.4,4390150,23.2
349450.1,4390150,17.1
349185.2,4390150,8.9
349175.8,4390150,8.5
350533.5,4390150,9.5
349177.3,4390151,8.7
349175.3,4390151,3.9
349303.5,4390151,19.9
349191.7,4390151,10.2
350531.1,4390151,8.8
349235.4,4390151,22.6
350525.1,4390151,5.9
349196,4390151,11
349185,4390151,10.1
349232.6,4390151,21
350265.6,4390152,3.9
349174.8,4390152,6.7
349349.6,4390152,48.2
349225.1,4390152,19.9
349180.2,4390152,8.9
350025.8,4390152,20.4
349258.9,4390152,26.8
349213.1,4390152,15.6
349174.1,4390152,7
349200.7,4390152,12.3
349230.9,4390153,20.9
349207.8,4390153,13.9
349204.6,4390153,13
349210.4,4390153,14.5
349351.3,4390153,52.4
350010.3,4390153,8.8
349219.1,4390153,18.5
350223.5,4390153,39.8
349213.1,4390154,14.2
350117.5,4390154,52
349275.9,4390154,29.8
349303.6,4390154,23
349213.6,4390154,15.4
350034.2,4390155,26.3
349353.2,4390156,56.1
349303.7,4390156,26.3
350265.3,4390156,4.6
350039.3,4390156,28.5
350011.3,4390156,9
350071.9,4390157,38.1
350052.3,4390157,31.4
350063.8,4390157,37.3
350060.8,4390157,36.5
350056.6,4390157,33.2
350043.3,4390157,29.6
350068.8,4390157,37.6
349228.7,4390157,20
349214,4390158,13.1
350264,4390158,6.4
350118.9,4390158,51.2
349226.8,4390159,17.2
350081.1,4390159,34.2
350080,4390159,38.2
350084.1,4390159,33.5
350093,4390160,33.6
350226.4,4390160,36.9
350012.6,4390160,10
350090,4390160,32.9
350101.5,4390161,37.5
350097.8,4390161,35.4
349218.1,4390161,13.1
349224.5,4390161,15.1
350104.5,4390161,40.5
349220.3,4390161,13.5
349255.5,4390162,29.3
350112,4390162,45.8
350260,4390162,10.7
350261.1,4390162,8.7
350013.4,4390162,11.4
350120.3,4390163,51.1
350116.5,4390163,48.3
349273.8,4390163,32.7
350126.8,4390164,55.1
350131.4,4390164,55.9
350227.8,4390164,35.5
349353.2,4390164,58.1
349254.7,4390164,26.6
350135.1,4390164,57.1
350251.5,4390165,16.3
350139.2,4390165,57.5
350151,4390165,59.7
349353,4390165,61.8
350143.4,4390165,58.3
350146.4,4390165,59.8
350253.6,4390165,13.4
350014.6,4390166,12.4
350156.3,4390166,59.5
350247.6,4390166,18.7
350161.7,4390166,59.7
349303.3,4390166,31.4
349272.4,4390167,34.9
350170.6,4390167,59.8
350166.1,4390167,59.5
350239.4,4390167,24.2
350176.9,4390168,59.4
350230.3,4390168,32.8
350234.8,4390168,27.8
349352.7,4390168,61.8
347711,4390168,6.2
350172.5,4390168,59.5
349253.9,4390168,25.1
350123.1,4390168,50.3
350215.6,4390169,46.5
350202.8,4390169,54.8
350208.9,4390169,53.1
350219.9,4390169,43
350187.6,4390169,58.9
350196.1,4390169,57.1
347712.2,4390169,6.5
350182.3,4390169,59.1
350211.3,4390169,50.5
350191.9,4390169,58
350224.4,4390169,38.1
347705.1,4390170,5.5
350230,4390170,33.9
349303.1,4390170,36.8
350015.7,4390170,13
349271.4,4390171,34.1
347716.1,4390172,6.7
347703.4,4390172,4.7
350124.6,4390172,48.6
349253.1,4390173,22.2
347702.8,4390173,4.4
350016.8,4390174,13.7
350231.4,4390174,33.9
349407.1,4390174,67
347717.3,4390174,7.3
349352.1,4390175,62.4
347701.8,4390175,4.4
349400.5,4390175,70.5
349302.8,4390175,40.4
349270.1,4390175,30.9
347701.6,4390177,4.7
349413.2,4390177,64.8
350017.8,4390177,14.3
347717.9,4390178,7.8
349351.7,4390178,62.2
350232.7,4390178,34.5
350126.9,4390178,46.5
349268.7,4390179,27.8
349254.2,4390179,18.8
349302.6,4390179,43.2
349395.7,4390180,71
350233.8,4390181,37.1
349420.6,4390181,58.3
350019.2,4390181,14.9
349256.1,4390181,15.2
349421.5,4390181,52.4
349255.3,4390181,15.7
350040.9,4390182,24.6
350043.9,4390182,26.7
349266.7,4390182,23.8
350052.2,4390182,28.7
350128.8,4390182,44
350056.4,4390182,29.1
350048.8,4390182,28.1
349425.6,4390183,45.3
350031.1,4390183,21.1
349264.1,4390183,19.5
350023.7,4390183,17.2
350059.4,4390183,28.9
350028.1,4390183,19
350035.7,4390183,22.9
347702.6,4390183,5.4
350064.2,4390184,26.9
350019.3,4390184,14.3
349302.3,4390184,44.6
349350.9,4390184,61.5
349260.1,4390184,16.5
350014.7,4390185,11.7
349428.9,4390185,39
347714.8,4390185,8.6
350130.3,4390186,41.4
350069.3,4390186,23.9
350021.8,4390186,15.4
349434.2,4390186,36.7
347702.9,4390186,6.9
349435.4,4390186,31.8
349394.4,4390186,70.1
349439.1,4390186,25.7
350072.5,4390186,22.5
350080.6,4390187,21.3
349432,4390187,32.3
349440.3,4390187,21.3
350077.6,4390187,20.9
350089.1,4390188,22.1
350010.9,4390188,9.2
349431.7,4390188,41.8
350094.9,4390188,22.6
349435.9,4390189,26.8
350103.4,4390189,24.8
349443.1,4390189,16
350114,4390189,29.3
350099.2,4390189,23.9
350236.9,4390189,38.4
350110,4390189,27.5
349350.5,4390189,61.2
350106,4390189,26.2
347711.4,4390189,8.9
350120.8,4390190,31.3
349393.9,4390190,69.7
349428.3,4390190,46.1
350122.5,4390190,33.4
350024.4,4390191,16.4
349302.2,4390191,43.6
350281.3,4390191,10.5
349439.5,4390191,22.6
347703.5,4390191,8.9
349426.1,4390191,57.7
350008.1,4390192,7.8
350132.9,4390192,38.7
349445.5,4390192,15
347709.6,4390192,9.3
350129.1,4390192,35.7
349423.3,4390192,64
350289,4390192,8.8
349350.3,4390192,61.2
350278.2,4390192,14.4
350238.4,4390193,39.7
349421.4,4390193,67.5
350291.4,4390194,7.5
350025.5,4390194,16.2
349417.8,4390194,68.3
347708.2,4390194,10.1
349414.1,4390195,70.1
350239.2,4390195,40.6
347703.6,4390195,9.9
350136.8,4390195,39.8
349442.8,4390195,19.8
349407.5,4390196,70.9
350272.9,4390196,19.9
349411.1,4390196,70.2
349302,4390196,35.4
350007.9,4390196,7.2
349402.1,4390197,69.5
349404.2,4390197,70.9
349447.3,4390197,13.1
347706.9,4390197,10.6
350292.6,4390198,7
350025.5,4390198,15.8
349349.9,4390198,61.2
349444,4390198,18.6
350007,4390199,6.9
350147.7,4390199,44.9
350136.8,4390199,36.4
350010.3,4390199,8.1
349393.1,4390199,68.5
349390.3,4390199,67.7
350269,4390199,22.8
350009.4,4390200,7.9
350151.6,4390200,48.3
349386.3,4390200,68
347703.4,4390200,10.6
350265.6,4390200,25.9
350016.4,4390201,11.3
349448.3,4390201,13
347703.5,4390202,11.3
350292.7,4390202,7.6
350010.5,4390202,9.3
350260.9,4390202,29.5
350155.4,4390202,52.4
350004.6,4390202,5.8
350023.4,4390202,15.1
347706.5,4390202,11.1
350019,4390203,12.8
350242.2,4390203,41.9
349448.8,4390203,14
350020.6,4390203,13.7
350258.1,4390203,33.6
349377.4,4390203,67
350159.3,4390203,54.8
350017.2,4390204,12.5
349445.9,4390204,18.4
350254.1,4390204,36.8
350139.3,4390204,34.4
349393.3,4390204,68
350004.3,4390204,6.3
350013.7,4390204,10.9
349301.7,4390205,27.4
349371,4390205,65.9
350140.2,4390205,34
347707.3,4390205,11.6
350163.3,4390205,56.3
350021.3,4390206,13.3
350167.1,4390206,57.4
349368,4390206,65.4
349393.2,4390207,67.7
349349.6,4390207,60
347707.9,4390207,12
350242.2,4390207,45.2
350005.3,4390207,7.3
349449.4,4390207,14.5
349364.1,4390207,64.1
350233.1,4390208,50.7
349446.5,4390208,19.8
350237.3,4390208,47.4
347703.6,4390208,11.7
350171,4390208,57.4
350225.2,4390209,52.9
350222.7,4390209,54.4
350023.9,4390209,13.8
350229,4390209,52.4
350175,4390209,58.5
350007.7,4390210,8.7
347703.6,4390210,12.4
349301.6,4390210,22.4
350214.1,4390210,56.2
350142.6,4390210,35.6
350203,4390210,56.9
350209.8,4390210,56.5
349357.2,4390210,63
350218.4,4390210,55
349349.4,4390210,58.4
350186.6,4390211,57.7
350245.6,4390211,42.7
349450.1,4390211,14.3
350183.8,4390211,57.9
347709.6,4390211,12.6
350191.6,4390211,57.6
350195.8,4390211,57.3
350025,4390211,14
350199,4390211,57.5
349352.8,4390212,61.5
349393.3,4390212,68.2
349446.5,4390212,20.6
350010.5,4390212,9.7
347710.4,4390212,13
347761.6,4390213,9.2
347754.2,4390213,10.3
349350,4390213,57.7
347751.5,4390213,10.9
350027.9,4390214,13.8
350145,4390214,40.1
347759.2,4390214,11.1
349301.6,4390214,19.6
347712.1,4390214,12.8
347703.6,4390214,13
350247,4390214,43.1
347745.5,4390214,11.9
347760.2,4390214,10.4
347714.5,4390215,13.1
349344.8,4390215,50
347719.2,4390215,13
347763.5,4390215,10
347743.3,4390215,12.3
349348.9,4390215,56.2
347755,4390216,11.9
350014.7,4390216,10.4
347720.8,4390216,13.2
347722,4390216,13.1
350289.7,4390216,11.1
347732.5,4390216,12.9
347729.7,4390216,13
347739.3,4390216,12.8
347765.6,4390216,10.1
347727.5,4390216,12.8
347731.2,4390216,12.9
347725.3,4390216,13.1
347726.3,4390216,13
347723.1,4390216,13.1
347728.2,4390216,13.1
347724.2,4390216,13.1
347736.8,4390216,13
347733.8,4390216,13.1
347735.3,4390216,13.1
350030.8,4390216,14
349341.6,4390217,41
350017.4,4390217,10.8
350248.8,4390218,42.5
349446.5,4390218,21.7
349449.8,4390218,15.5
347768.9,4390218,10.7
349338.2,4390218,37.2
347703.5,4390219,13.8
350033.8,4390219,13.7
349449.5,4390219,18.2
350288.2,4390220,12.4
347856.6,4390220,11.4
347754.1,4390220,13.3
349393.1,4390220,67.4
350021.6,4390220,11.2
350025.2,4390221,11.6
349301.7,4390221,16.7
347859.3,4390221,11.2
347773.7,4390221,12.4
349329.7,4390221,31.9
347703.2,4390222,14.3
349348.2,4390222,53.9
347754.1,4390222,14.6
349449.8,4390222,20.5
349325.4,4390222,28.4
350037.1,4390222,13.3
350287.3,4390222,13.2
347855,4390222,11.4
347786.5,4390223,15.7
349393,4390223,67
347784.1,4390223,14.8
350251,4390223,42.9
350028.8,4390223,12
347781.1,4390223,14.3
350149.9,4390223,45.3
347787.5,4390224,16.3
347854.3,4390224,12.1
350030.6,4390224,12
350074.9,4390224,9.1
350066.4,4390224,9.7
350040.4,4390224,12.7
350059.2,4390224,10.5
349450.1,4390225,23.8
350062.5,4390225,10.1
350054.3,4390225,11
349347.8,4390225,50.5
350034.2,4390225,12.3
349316.7,4390225,24.4
349315.3,4390225,22
349312.5,4390226,19.2
349447.1,4390226,28.6
350041.8,4390226,12.7
347702.9,4390226,14.7
349302,4390226,15.4
350079.5,4390226,9
350046.7,4390226,12.4
347754,4390226,15.6
350039.5,4390226,12.4
350048.3,4390226,12
347862.4,4390226,12.2
350043.8,4390227,11.7
350082.7,4390227,8.5
350286,4390227,13.7
347854.4,4390227,12.7
349392.9,4390227,66.8
350253.3,4390228,43.3
349307,4390228,17.9
349450.9,4390228,24.9
350047.3,4390229,9.8
349347.3,4390229,48.7
347855.1,4390229,15.6
349301.9,4390229,15.9
349447.7,4390229,34.7
349452.1,4390230,25.5
350254.3,4390230,44.6
347702.7,4390230,14.5
347787.2,4390230,18.5
349298.8,4390231,14.5
350286.3,4390231,13
350087.3,4390231,7.7
350050.9,4390231,7.8
350154.9,4390232,46.1
347753.8,4390232,16.5
349392.8,4390232,66.6
349453.8,4390232,26
349295.5,4390232,13.3
347702.4,4390233,15.4
349291.2,4390233,11.9
350054.6,4390233,5.9
347866.3,4390234,13
349346.9,4390234,46.2
347786.9,4390234,19.1
349287,4390234,10.4
349302.4,4390234,14.9
350090.6,4390234,7
347855.9,4390234,16.7
349282.6,4390235,8.8
347753.6,4390235,17
350059.6,4390235,3.9
350256.4,4390235,44.5
350063.2,4390236,2.9
349449.2,4390236,38.4
349456.9,4390236,24.1
347869,4390237,13.5
350289,4390237,9
347702.2,4390237,15.9
350091.8,4390237,6.4
349459,4390238,22.5
347787.2,4390238,19.2
349392.7,4390238,66.6
350157.8,4390238,47.2
349274.4,4390238,7.6
349449.7,4390238,42.4
349302.6,4390239,15.5
349346.8,4390239,44.3
350075.4,4390239,2.1
350290.6,4390239,6.8
350258.2,4390239,44.9
350092.9,4390240,5.8
350077.7,4390240,2.2
349460.9,4390240,21.2
347871.9,4390240,14.6
347753.1,4390240,17.3
347701.8,4390241,15.9
350079.8,4390241,2.5
347787.9,4390242,19.4
347874.1,4390242,14.6
349462.4,4390242,19.3
349392.6,4390243,66.6
349302.8,4390243,16.7
350084.3,4390244,2.6
349450.7,4390244,46.5
347855.9,4390244,17.4
350260.3,4390244,45
350093.3,4390244,5.2
347878.8,4390244,13.7
350296.4,4390244,5.3
347752.6,4390245,17.9
347881.7,4390245,13.9
349346.9,4390245,45.4
347855.7,4390246,18.1
347701.5,4390246,16.2
350261.6,4390247,45.6
347886.3,4390247,15.1
350093,4390247,4.7
350299.7,4390248,5.7
347890.3,4390248,15.3
349303,4390248,17.7
347752.3,4390248,18.1
349466.2,4390249,14.8
349451.6,4390249,50.1
349392.8,4390250,66
350300.6,4390250,6.9
347701.2,4390250,16.6
347892.8,4390250,15.7
349259.2,4390250,5.3
349256.6,4390250,4.5
350164.6,4390250,51.1
349255.2,4390251,4.2
347790.6,4390251,19.5
350263.3,4390251,44.6
350088.4,4390251,2.9
347854.7,4390252,18.7
349347.7,4390252,42.9
350091.4,4390252,4.4
347752.1,4390252,18.4
349260.3,4390253,6.3
349303.3,4390253,19
349251.8,4390254,4.7
350301.1,4390254,8.5
349452.4,4390254,54.8
347893.5,4390254,19
350089.6,4390254,3.4
347700.9,4390254,16.6
349393,4390254,65.8
347751.9,4390255,18.3
349260.4,4390255,7.1
350089.9,4390255,4.1
350265.5,4390256,43.6
349248.8,4390256,5.5
349303.5,4390256,20.6
347853.9,4390256,19.2
350090.4,4390256,4.2
349348.3,4390257,42.3
347700.9,4390257,16.9
347892.8,4390257,20.2
350300.5,4390258,10.6
349468.9,4390258,20.7
347792.8,4390258,19.8
350088.3,4390258,4.1
349453,4390258,59.5
350266.8,4390259,42.4
349469.3,4390260,23.2
350092.5,4390260,5.5
349393.6,4390260,65.7
350086.9,4390260,4.3
347853.3,4390261,19.7
347794.1,4390261,19.7
349349.1,4390261,43.6
349259.1,4390261,8.6
347891.3,4390262,20.7
347701.1,4390262,17
349242.3,4390262,6.8
350298.2,4390262,13.7
350083.6,4390263,4.7
350095.3,4390263,6.9
349453.5,4390263,64.4
350171,4390263,52.8
349469.7,4390263,24.7
347890.5,4390264,21.3
350269.1,4390264,40.7
349257.4,4390264,9.8
349304.2,4390265,24.2
347852.9,4390265,19.5
350100.2,4390265,8.8
347701.1,4390265,17.3
349394.2,4390265,65.1
350081.6,4390265,4.9
350295.1,4390265,16.6
347751.6,4390265,18.4
349239.1,4390265,6.3
347795,4390265,19.9
347758.8,4390266,18.9
349349.9,4390266,43.3
350104.8,4390266,10.7
350108.6,4390266,12.5
350110.6,4390267,14.8
349470.1,4390267,25.7
349453.5,4390267,66.4
350270.9,4390268,38.4
350172.9,4390268,52.2
350079.7,4390268,5.2
349394.7,4390268,65
350115.5,4390268,17.8
347852.5,4390269,20.3
347751.8,4390269,18.6
349232.6,4390270,5.7
349304.6,4390270,26.3
350120.5,4390270,20.7
347757.1,4390270,18.6
350078.6,4390270,5.5
350287,4390270,23.2
350122.8,4390271,24.7
349253.3,4390271,12.4
350272.3,4390271,38.5
349231.3,4390272,5.5
349395.3,4390272,64.8
347795.4,4390272,19.8
350078.1,4390272,5.8
349350.8,4390272,43.5
350283.8,4390272,30.3
350126.5,4390273,28.7
350174.8,4390273,51.7
349475.3,4390273,31.8
347852.3,4390273,20.7
347701.2,4390273,17.3
349477.8,4390273,22.1
347795.4,4390273,19.7
347752,4390273,18.6
349481.7,4390274,15.6
347888.1,4390274,21.8
350275.7,4390275,34.7
350131.8,4390275,33.8
349452.4,4390275,69.1
350078.7,4390275,6.4
350079.4,4390276,7.1
349470.2,4390276,42
349227.4,4390276,5.3
349305.1,4390276,28.6
350136.2,4390276,38.7
350274.6,4390276,36.7
349250.8,4390276,15.5
347888.1,4390277,22
350271.3,4390277,39.4
347754.6,4390277,18.6
350140.4,4390277,42.1
349351.5,4390277,44.5
347752.7,4390278,18.7
350176.7,4390278,51
349226.2,4390278,5.3
347701.4,4390278,17.4
347852.1,4390278,21
349484.9,4390278,13.9
349396.1,4390278,64.5
350081.3,4390279,8
350144.2,4390279,44.6
350264.6,4390280,47.4
350276.4,4390280,36.1
347851.9,4390281,21.2
350150.3,4390281,47.9
347701.4,4390281,17.4
350083.2,4390281,9
349305.5,4390281,30.6
349352.1,4390281,46.3
347888.3,4390281,22
350260.8,4390282,49.2
349468.3,4390282,47.5
350154,4390282,49.6
349222.6,4390283,5.7
347794.7,4390283,19.9
347753.4,4390283,18.7
350085.5,4390283,10.1
349396.8,4390283,64
349486.8,4390284,16.6
350157.8,4390284,49.9
350278.1,4390284,36.5
347851.6,4390284,21.3
347752.5,4390284,18.6
350088.2,4390285,11.4
349221.3,4390285,6.1
350256.1,4390285,50.4
347701.3,4390285,17.4
350180,4390285,49.4
347753.8,4390285,18.5
349305.9,4390285,33.3
347888.8,4390285,22.1
350161.6,4390286,49.7
349470,4390287,45.6
349397.3,4390287,63.5
347794.3,4390287,19.7
350250.1,4390288,51.9
349250.3,4390288,19.9
349306.1,4390288,35.7
347851.6,4390288,21.2
349448.5,4390288,69
347701.1,4390289,17.2
350093.1,4390289,12.7
349219.2,4390289,6.7
350167.4,4390289,49.7
349471.9,4390289,42.1
350171.4,4390290,49.3
350150.2,4390290,47.5
347794.1,4390290,19.6
350144.3,4390290,45
350245.6,4390290,52.5
350139,4390290,43
347750.9,4390290,18.4
347754.7,4390290,18.6
350182.4,4390290,47.6
347889.5,4390291,22.2
350130.7,4390291,40.7
350154.7,4390291,48.4
350175.5,4390291,48.5
350159.2,4390291,49.4
350281,4390291,38
350163.7,4390291,49.8
349448,4390291,68.3
349251.1,4390292,21.1
350188.4,4390292,47.8
350182.6,4390292,46.9
350181.7,4390292,48.4
350168.2,4390292,50.1
350177.6,4390292,47.4
350177.2,4390292,48.9
350172.7,4390292,49.5
350104,4390292,19.6
349476.1,4390292,38.4
350109.3,4390292,22
350195.1,4390292,48.6
350117,4390292,28.3
350121.3,4390292,32.3
350198.6,4390292,50.1
349478.8,4390293,33.2
350200.2,4390293,49.7
350206.3,4390293,51.1
349398.2,4390293,63.1
350210.7,4390293,51.5
349216.7,4390293,6.9
350217.5,4390293,51.4
350194.3,4390293,48.8
350192.2,4390293,47.3
350238.9,4390293,53.2
350188,4390293,46.8
350202.8,4390294,50.4
349486.4,4390294,22.5
347700.8,4390294,17.4
350234.8,4390294,52.4
350222,4390294,52.4
347750,4390294,18.4
350184.3,4390294,45.8
349352.9,4390294,53.2
349398.4,4390294,63.3
349306.7,4390294,37.5
350211.2,4390294,51.4
350207,4390294,50.9
350215.6,4390295,51.9
347889.8,4390295,22.4
350229.6,4390295,53
349482.7,4390295,28.8
350282.8,4390295,39.1
350224,4390295,52.4
350221.1,4390295,52.4
350230.5,4390295,52.8
350235.4,4390296,52.5
349251.8,4390296,22.1
349447,4390296,67.7
350238,4390296,53.2
349306.8,4390297,39.2
349487,4390297,23.8
350251.9,4390297,52.1
350330.8,4390297,11.1
350339.3,4390297,7.1
350334.5,4390297,9.4
350242.1,4390297,53.1
350247.4,4390297,52.5
349213.7,4390297,7.3
350327.3,4390298,13.8
349213,4390298,7.5
350257.7,4390298,51.2
347851.4,4390298,21.1
349492.2,4390298,17.9
347700.5,4390298,17.3
349353,4390298,54.2
347748.9,4390298,18.4
349489.7,4390298,20.5
350341.9,4390298,6
350262.2,4390299,50.4
349446.4,4390299,67.5
350324.7,4390299,16.5
347756.3,4390299,18.6
349486.3,4390299,26.2
350266.6,4390299,50
347889.9,4390299,22.5
349495,4390300,15.6
350270.9,4390300,49.3
347793.6,4390300,19.7
350320.8,4390300,18.6
350344.6,4390301,5.7
347747.9,4390301,18.5
350328.2,4390302,15.6
350329.2,4390302,15.4
350328.6,4390302,15.3
349497.9,4390302,14.9
350278.7,4390302,44.7
350327.9,4390302,15.5
349353.1,4390302,54.4
349252.8,4390302,24.5
350327.4,4390302,15.7
349208.8,4390303,7.6
350331.2,4390303,14.7
350330.9,4390303,15.1
350311.4,4390303,21.5
350286.5,4390303,41.3
349306.9,4390303,40.7
350332.2,4390303,14.5
350188.9,4390303,40.6
350332.6,4390303,14.2
350329.7,4390303,15.2
350332.9,4390303,13.8
350288,4390303,38.2
349399.7,4390304,63.1
350333.3,4390304,13.8
350307.2,4390304,27.1
350334.4,4390304,13.8
350333.8,4390304,13.7
350304.9,4390304,28.7
350287,4390304,39.3
349486.1,4390304,29.2
347793.8,4390304,19.6
350295.1,4390304,33.9
350299,4390304,31.2
350335.9,4390305,12.9
347746.9,4390305,18.4
349445.3,4390305,66.9
350346.9,4390305,6.2
347699.9,4390306,17.2
349306.9,4390306,41.5
350338.1,4390306,12.5
347890.5,4390306,22.4
347794,4390307,19.6
347850.9,4390307,21.1
350288.3,4390307,40.2
349400,4390307,62.5
349353.1,4390307,54.1
350347.5,4390308,7.3
347745.8,4390308,18.5
347890.8,4390308,22.4
349203.9,4390308,7.4
349253.2,4390308,25.6
347756.4,4390308,18.6
349500.6,4390308,17
347850.8,4390309,21.3
350191.5,4390309,38.4
349444.9,4390309,67
350344.6,4390310,10.8
350289.6,4390310,41.3
349485.9,4390310,33.6
349306.7,4390311,42.5
349200.8,4390311,7.1
350345,4390311,9.4
349400.6,4390311,63.6
347794.5,4390311,19.6
350348.7,4390312,7.9
349501.1,4390312,18.8
347744.4,4390312,18.3
349444.8,4390313,66.7
350347.8,4390313,8.4
350352.3,4390313,6.6
349501.2,4390314,20.9
350347.9,4390314,9.4
349353,4390314,54.4
347850.5,4390315,21.1
350291.8,4390316,43
349253.2,4390316,26.2
349195.8,4390316,7.1
349400.9,4390316,63.7
347755.7,4390316,18.4
347742,4390317,18.3
347795.4,4390317,19.7
349306.3,4390317,43.6
349444.9,4390318,66.8
349352.9,4390318,53.9
350356.1,4390318,6.3
350293,4390318,44.4
347850.3,4390319,21.4
349501,4390319,22.6
347893,4390319,22.5
347699.5,4390319,17.1
350195.8,4390319,34.2
349192.4,4390319,7.1
349485.7,4390319,42.6
349252.9,4390320,26.9
350355.8,4390320,7.6
349445.1,4390321,67.1
349500.8,4390321,24.8
350196.8,4390321,32.2
349401.2,4390321,63.8
347755.2,4390321,18.5
347796.1,4390322,19.5
349306.1,4390322,43.4
350349.5,4390322,10.9
349352.8,4390323,53
350294.9,4390323,45.1
349187.9,4390323,7.2
347739.2,4390323,18
347699.6,4390323,16.9
349500.6,4390324,27
347796.5,4390324,19.5
349998.2,4390324,2.7
347850,4390324,21.3
349252.5,4390325,27.9
349996.5,4390325,3.2
349996.2,4390326,3.8
349305.9,4390326,42
349352.7,4390326,51
349512.5,4390326,15.8
347973.3,4390326,16.4
349515.5,4390327,12.7
347699.7,4390327,16.6
347754.6,4390327,18.3
347971,4390327,18
349509.5,4390327,18.5
349401.5,4390327,63.5
347797.5,4390328,19.8
347896.4,4390328,22.3
349996.8,4390328,4.4
347976.8,4390328,16.4
347737.4,4390328,17.9
349182.4,4390328,7.7
349517.1,4390328,10.6
350003.7,4390329,4.3
349505.9,4390329,22.2
350296.9,4390329,45.9
349500.3,4390329,28.4
349485.6,4390329,43.9
349445.5,4390329,66.9
349998.3,4390329,5.5
349519.6,4390329,9.4
347970.1,4390329,20.5
350001.4,4390329,3.5
349504.4,4390330,24
349252.1,4390330,28.4
347979,4390330,16.7
349305.7,4390330,38.8
349999.3,4390330,6.4
350297.6,4390331,46
350201.1,4390331,28
349485.6,4390331,44.2
350001.7,4390331,6.9
349401.8,4390331,63.9
347898,4390331,22.4
349178.1,4390331,8
350006.5,4390332,6
349521.4,4390332,8.9
347699.8,4390332,16.5
349352.6,4390333,49.1
347849.6,4390333,20.8
349305.6,4390333,35.3
347969.1,4390333,22.4
350004.9,4390333,7.5
349500.2,4390333,28.6
349176.3,4390333,8.3
349401.8,4390333,64.4
349251.6,4390334,28.5
349189.6,4390334,12.7
349191.4,4390334,13.7
350007.6,4390334,7.5
347734.2,4390334,17.6
349185.9,4390335,12.1
347699.9,4390335,16.5
347983.2,4390335,16.7
349502.3,4390335,27.1
350299,4390335,45.8
349522.5,4390335,8.9
349174,4390335,8.9
347753.9,4390335,18.3
349352.5,4390335,44.8
350008.6,4390336,7.7
349485.8,4390336,41.3
347899.5,4390336,22
349194.8,4390336,15.8
347798.8,4390336,20.1
349402,4390336,64.7
349500.3,4390336,28.8
350010.5,4390336,6.9
347968.8,4390337,23.1
347984.8,4390337,16.3
349182.6,4390337,11.8
349446.1,4390337,67.2
347601.9,4390338,5.7
349172.9,4390338,9.5
347753.7,4390338,18.3
350013.9,4390338,6.3
350009.6,4390338,8.7
347700.1,4390338,16.5
349305.6,4390338,31.8
349501.6,4390338,27.9
349251.1,4390338,28.5
347849.5,4390338,20.7
349522.6,4390338,10.5
347732.8,4390338,17.5
349352.3,4390339,41.8
350300.4,4390339,46.5
347968.6,4390339,23.4
350204.8,4390339,25.7
347595.6,4390339,5.1
347606.4,4390340,7
349500.7,4390340,27.8
349173,4390340,10.3
350010.7,4390340,9.6
349179,4390340,11.7
350016.6,4390340,5.5
347987.2,4390340,15.9
347731.6,4390340,17.2
350397.5,4390341,7
350395.5,4390341,8.6
347593.6,4390341,4.1
350391.2,4390341,10.7
349500.8,4390341,26.7
347849.5,4390341,20.4
349485.8,4390341,32.6
350387.1,4390342,12
349446.6,4390342,67.7
347900,4390342,22.1
349250.7,4390342,28.2
347989.8,4390342,15.5
349174.2,4390342,10.9
347753.3,4390342,18.1
350302,4390343,46.4
350206.3,4390343,23.6
349305.8,4390343,30
347700.6,4390344,16.4
347730.2,4390344,17.2
350401.7,4390344,6.3
349501.6,4390344,25.2
350012.7,4390344,10.4
347968.4,4390344,23.8
350381.5,4390344,13.4
347611.8,4390344,8
349520.6,4390345,11.7
349352.1,4390345,40.4
347591.8,4390345,4.2
349499.5,4390345,25.5
347849.4,4390345,20.6
347799.4,4390345,19.6
350379.4,4390345,16.1
347992.6,4390345,15.1
349485.8,4390345,21.2
349446.8,4390346,68.4
350376.3,4390346,17.5
347614.9,4390346,7.8
350404.4,4390346,5.9
350027.3,4390346,5.2
349197.7,4390347,17.4
347591.7,4390347,4.4
350208,4390347,22.1
347753,4390347,17.9
347994.6,4390347,15.5
350014.6,4390347,11.9
347899.3,4390347,22.1
